,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,"""Fecha""","""SF45422""","""SF45438""","""SF45439""","""SF45470""","""SF45423""","""SF45440""","""SF45441""","""SF45471""","""SF45424""","""SF45442""","""SF45443""","""SF45472""","""SF45425""","""SF45444""","""SF45445""","""SF45473""","""SF45426""","""SF45446""","""SF45447""","""SF45474""","""SF59767""","""SF59773""","""SF59774""","""SF59770""","""SF59768""","""SF59775""","""SF59776""","""SF59771""","""SF59769""","""SF59777""","""SF59778""","""SF59772""","""SF45427""","""SF45448""","""SF45449""","""SF45475""","""SF45428""","""SF45450""","""SF45451""","""SF45476""","""SF45429""","""SF45452""","""SF45453""","""SF45477""","""SF45430""","""SF45454""","""SF45455""","""SF45478""","""SF45431""","""SF45456""","""SF45457""","""SF45479""","""SF60720""","""SF60721""","""SF60722""","""SF60723""","""SF61784""","""SF61785""","""SF61786""","""SF61787""","""SF45432""","""SF45458""","""SF45459""","""SF45480""","""SF50761""","""SF50765""","""SF50766""","""SF50763""","""SF50762""","""SF50767""","""SF50768""","""SF50764""","""SF64846""","""SF64847""","""SF64848""","""SF64849""","""SF108413""","""SF108414""","""SF108415""","""SF108416""","""SF45433""","""SF45460""","""SF45461""","""SF45481""","""SF66800""","""SF66801""","""SF66802""","""SF66803""","""SF161926""","""SF161928""","""SF161930""","""SF161932""","""SF45435""","""SF45464""","""SF45465""","""SF45483""","""SF66804""","""SF66805""","""SF66806""","""SF66807""","""SF161927""","""SF161929""","""SF161931""","""SF161933""","""SF45434""","""SF45462""","""SF45463""","""SF45482""","""SF165596""","""SF165598""","""SF165600""","""SF165602""","""SF165597""","""SF165599""","""SF165601""","""SF165603""","""SF45436""","""SF45466""","""SF45467""","""SF45484""","""SF45437""","""SF45468""","""SF45469""","""SF45485""","""SF46617""","""SF46618""","""SF46619""","""SF46620"""
83,05/05/2015,23.000000,9.980552,9.980552,3.049966,86.000000,9.927409,9.927409,3.060912,177.000000,9.845436,9.845436,3.193027,359.000000,9.659696,9.659696,3.532740,N/E,N/E,N/E,N/E,338.000000,99.889713,100.107102,3.010000,N/E,N/E,N/E,N/E,1794.000000,98.850605,99.067994,3.010000,1318.000000,111.319460,114.577793,8.500000,1681.000000,98.524208,100.440875,5.000000,N/E,N/E,N/E,N/E,3502.000000,128.464502,132.297835,10.000000,7142.000000,112.874374,115.845207,7.750000,10054.000000,112.876981,115.847814,7.750000,954.000000,558.195690,565.316394,3.500000,3866.000000,596.080701,605.235892,4.500000,N/E,N/E,N/E,N/E,11510.000000,562.713715,570.851662,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2501.000000,99.358674,99.802563,3.400000,1024,99.3684,99.4698,3.04,1689,98.9668,99.3113,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
84,06/05/2015,22.000000,9.981423,9.981423,3.045530,85.000000,9.928179,9.928179,3.063835,176.000000,9.847273,9.847273,3.172413,358.000000,9.660843,9.660843,3.530248,N/E,N/E,N/E,N/E,337.000000,99.890028,100.117282,3.020000,N/E,N/E,N/E,N/E,1793.000000,98.852277,99.083298,3.020000,1317.000000,111.206051,114.487995,8.500000,1680.000000,98.444196,100.374752,5.000000,N/E,N/E,N/E,N/E,3501.000000,128.105516,131.966627,10.000000,7141.000000,111.985665,114.978026,7.750000,10053.000000,111.936266,114.928627,7.750000,953.000000,557.541869,564.712011,3.500000,3865.000000,595.794177,605.012932,4.500000,N/E,N/E,N/E,N/E,11509.000000,564.341297,572.535745,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2500.000000,99.356120,99.809453,3.400000,1023,99.3627,99.4725,3.04,1688,98.9651,99.3182,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
85,07/05/2015,28.000000,9.976709,9.976709,3.001548,91.000000,9.923432,9.923432,3.052436,175.000000,9.848485,9.848485,3.164832,357.000000,9.662156,9.662156,3.525952,N/E,N/E,N/E,N/E,336.000000,99.887564,99.887564,0.000000,N/E,N/E,N/E,N/E,1792.000000,98.853787,98.853787,0.000000,1316.000000,111.374612,114.680168,8.500000,1679.000000,98.835404,100.779848,5.000000,N/E,N/E,N/E,N/E,3500.000000,128.872195,132.761084,10.000000,7140.000000,112.724767,115.738656,7.750000,10052.000000,112.889784,115.903673,7.750000,952.000000,558.286320,565.505870,3.500000,3864.000000,602.859149,612.141427,4.500000,N/E,N/E,N/E,N/E,11508.000000,573.680190,581.931104,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2499.000000,99.365798,99.828576,3.400000,1022,99.3652,99.4834,3.04,1687,98.9657,99.3273,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
86,08/05/2015,27.000000,9.977813,9.977813,2.964845,90.000000,9.924447,9.924447,3.045127,174.000000,9.848627,9.848627,3.179992,356.000000,9.666776,9.666776,3.485837,N/E,N/E,N/E,N/E,335.000000,99.887902,99.896208,2.990000,N/E,N/E,N/E,N/E,1791.000000,98.854508,98.862814,2.990000,1315.000000,111.789545,115.118712,8.500000,1678.000000,99.216152,101.174485,5.000000,N/E,N/E,N/E,N/E,3499.000000,129.984735,133.901402,10.000000,7139.000000,113.823118,116.858535,7.750000,10051.000000,114.146475,117.181892,7.750000,951.000000,559.567313,566.836240,3.500000,3863.000000,608.535946,617.881710,4.500000,N/E,N/E,N/E,N/E,11507.000000,579.919623,588.226969,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2498.000000,99.369169,99.841391,3.400000,1021,99.3657,99.4923,3.04,1686,98.9675,99.3378,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
87,11/05/2015,24.000000,9.980284,9.980284,2.963242,87.000000,9.926749,9.926749,3.053443,171.000000,9.850922,9.850922,3.185980,353.000000,9.670026,9.670026,3.480005,N/E,N/E,N/E,N/E,332.000000,99.888901,99.922012,2.980000,N/E,N/E,N/E,N/E,1788.000000,98.855605,98.888716,2.980000,1312.000000,111.560947,114.960947,8.500000,1675.000000,98.891504,100.891504,5.000000,N/E,N/E,N/E,N/E,3496.000000,129.196168,133.196168,10.000000,7136.000000,112.617112,115.717112,7.750000,10048.000000,113.036572,116.136572,7.750000,948.000000,558.484370,565.903572,3.500000,3860.000000,604.921383,614.460357,4.500000,N/E,N/E,N/E,N/E,11504.000000,572.057806,580.536894,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2495.000000,99.361343,99.861899,3.400000,1018,99.3670,99.5190,3.04,1683,98.9701,99.3662,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
88,12/05/2015,23.000000,9.980870,9.980870,3.000000,86.000000,9.926960,9.926960,3.079985,170.000000,9.852021,9.852021,3.180741,352.000000,9.669298,9.669298,3.497854,N/E,N/E,N/E,N/E,331.000000,99.889272,99.930661,2.980000,N/E,N/E,N/E,N/E,1787.000000,98.854128,98.895517,2.980000,1311.000000,111.445771,114.869382,8.500000,1674.000000,98.732159,100.746048,5.000000,N/E,N/E,N/E,N/E,3495.000000,128.855739,132.883517,10.000000,7135.000000,112.413604,115.535132,7.750000,10047.000000,112.612723,115.734251,7.750000,947.000000,558.590636,566.061450,3.500000,3859.000000,604.423678,614.029011,4.500000,N/E,N/E,N/E,N/E,11503.000000,571.039012,579.577086,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2494.000000,99.360439,99.870439,3.400000,1017,99.3678,99.5282,3.04,1682,98.9702,99.3749,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
89,13/05/2015,22.000000,9.981691,9.981691,3.001514,85.000000,9.927765,9.927765,3.081625,169.000000,9.851090,9.851090,3.219996,351.000000,9.667277,9.667277,3.529995,N/E,N/E,N/E,N/E,330.000000,99.889555,99.939222,2.980000,N/E,N/E,N/E,N/E,1786.000000,98.856874,98.906541,2.980000,1310.000000,111.612111,115.059333,8.500000,1673.000000,98.779971,100.807749,5.000000,N/E,N/E,N/E,N/E,3494.000000,128.586406,132.641962,10.000000,7134.000000,112.111088,115.254144,7.750000,10046.000000,112.315959,115.459015,7.750000,946.000000,558.397461,565.919889,3.500000,3858.000000,605.376701,615.048394,4.500000,N/E,N/E,N/E,N/E,11502.000000,570.833394,579.430455,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2493.000000,99.399669,99.919113,3.400000,1016,99.3675,99.5364,3.04,1681,98.9694,99.3827,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
90,14/05/2015,28.000000,9.977106,9.977106,2.950269,91.000000,9.922657,9.922657,3.083572,182.000000,9.841582,9.841582,3.183983,350.000000,9.671935,9.671935,3.488839,N/E,N/E,N/E,N/E,329.000000,99.886509,99.944648,2.990000,N/E,N/E,N/E,N/E,1785.000000,98.821835,98.879974,2.990000,1309.000000,111.888965,115.359798,8.500000,1672.000000,99.091347,101.133014,5.000000,N/E,N/E,N/E,N/E,3493.000000,129.156482,133.239815,10.000000,7133.000000,112.681658,115.846241,7.750000,10045.000000,112.887109,116.051692,7.750000,945.000000,558.823542,566.397585,3.500000,3857.000000,607.522772,617.260827,4.500000,N/E,N/E,N/E,N/E,11501.000000,576.293982,584.950031,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2492.000000,99.424327,99.953216,3.400000,1015,99.3677,99.5450,3.04,1680,98.9673,99.3893,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
91,15/05/2015,27.000000,9.977918,9.977918,2.950783,90.000000,9.924024,9.924024,3.062306,181.000000,9.843188,9.843188,3.168600,349.000000,9.676244,9.676244,3.451343,N/E,N/E,N/E,N/E,328.000000,99.883169,99.949613,2.990000,N/E,N/E,N/E,N/E,1784.000000,98.822224,98.888668,2.990000,1308.000000,112.158144,115.652588,8.500000,1671.000000,99.386502,101.442058,5.000000,N/E,N/E,N/E,N/E,3492.000000,130.213063,134.324174,10.000000,7132.000000,114.413665,117.599776,7.750000,10044.000000,114.844261,118.030372,7.750000,944.000000,560.069614,567.695273,3.500000,3856.000000,614.467861,624.272280,4.500000,N/E,N/E,N/E,N/E,11500.000000,586.274579,594.989618,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2491.000000,99.427166,99.965499,3.400000,1014,99.3726,99.5584,3.04,1679,98.9678,99.3984,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
92,18/05/2015,24.000000,9.980146,9.980146,2.984024,87.000000,9.926691,9.926691,3.055878,178.000000,9.846159,9.846159,3.160005,346.000000,9.677258,9.677258,3.470001,N/E,N/E,N/E,N/E,325.000000,99.884229,99.975590,2.990000,N/E,N/E,N/E,N/E,1781.000000,98.824131,98.915492,2.990000,1305.000000,111.953908,115.519186,8.500000,1668.000000,99.070338,101.167560,5.000000,N/E,N/E,N/E,N/E,3489.000000,129.737423,133.931867,10.000000,7129.000000,113.560508,116.811202,7.750000,10041.000000,113.747278,116.997972,7.750000,941.000000,559.525563,567.306077,3.500000,3853.000000,611.206325,621.209843,4.500000,N/E,N/E,N/E,N/E,11497.000000,583.939587,592.831603,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2488.000000,99.429105,99.995772,3.400000,1011,99.3742,99.5853,3.04,1676,98.9715,99.4278,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
93,19/05/2015,23.000000,9.980811,9.980811,3.009270,86.000000,9.927430,9.927430,3.060021,177.000000,9.845580,9.845580,3.190006,345.000000,9.676444,9.676444,3.489129,N/E,N/E,N/E,N/E,324.000000,99.884507,99.984174,2.990000,N/E,N/E,N/E,N/E,1780.000000,98.824696,98.924363,2.990000,1304.000000,111.839711,115.428600,8.500000,1667.000000,98.957011,101.068122,5.000000,N/E,N/E,N/E,N/E,3488.000000,129.744379,133.966601,10.000000,7128.000000,113.680172,116.952394,7.750000,10040.000000,113.863296,117.135518,7.750000,940.000000,559.113466,566.945601,3.500000,3852.000000,608.415381,618.485269,4.500000,N/E,N/E,N/E,N/E,11496.000000,579.875077,588.826088,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2487.000000,99.514801,100.090912,3.400000,1010,99.3801,99.5997,3.04,1675,98.9716,99.4366,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
94,20/05/2015,22.000000,9.981804,9.981804,2.982955,85.000000,9.928267,9.928267,3.060054,176.000000,9.847489,9.847489,3.167856,344.000000,9.679064,9.679064,3.469997,N/E,N/E,N/E,N/E,323.000000,99.884856,99.992828,2.990000,N/E,N/E,N/E,N/E,1779.000000,98.825473,98.933445,2.990000,1303.000000,112.051737,115.664237,8.500000,1666.000000,99.344569,101.469569,5.000000,N/E,N/E,N/E,N/E,3487.000000,130.062492,134.312492,10.000000,7127.000000,114.069278,117.363028,7.750000,10039.000000,114.449779,117.743529,7.750000,939.000000,559.406678,567.290434,3.500000,3851.000000,610.337350,620.473608,4.500000,N/E,N/E,N/E,N/E,11495.000000,578.746699,587.756706,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2486.000000,99.528964,100.114520,3.400000,1009,99.3801,99.6101,3.04,1674,98.9712,99.4448,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
95,21/05/2015,28.000000,9.976743,9.976743,2.997156,91.000000,9.923493,9.923493,3.049985,175.000000,9.849184,9.849184,3.150008,343.000000,9.682489,9.682489,3.441757,N/E,N/E,N/E,N/E,322.000000,99.877225,99.993503,2.990000,N/E,N/E,N/E,N/E,1778.000000,98.833065,98.949343,2.990000,1302.000000,112.012347,115.648458,8.500000,1665.000000,99.264923,101.403812,5.000000,N/E,N/E,N/E,N/E,3486.000000,129.881663,134.159441,10.000000,7126.000000,113.701448,117.016726,7.750000,10038.000000,113.725458,117.040736,7.750000,938.000000,559.504143,567.439458,3.500000,3850.000000,610.364167,620.566733,4.500000,N/E,N/E,N/E,N/E,11494.000000,578.441307,587.510214,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2485.000000,99.550162,100.145162,3.400000,1008,99.3929,99.3929,3.02,1673,98.9480,99.4302,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
96,22/05/2015,27.000000,9.977618,9.977618,2.990961,90.000000,9.924329,9.924329,3.049919,174.000000,9.849963,9.849963,3.151498,342.000000,9.682401,9.682401,3.452808,N/E,N/E,N/E,N/E,321.000000,99.877594,100.002177,2.990000,N/E,N/E,N/E,N/E,1777.000000,98.835665,98.960248,2.990000,1301.000000,111.824331,115.484053,8.500000,1664.000000,99.132618,101.285396,5.000000,N/E,N/E,N/E,N/E,3485.000000,129.623196,133.928752,10.000000,7125.000000,113.473838,116.810644,7.750000,10037.000000,113.460792,116.797598,7.750000,937.000000,558.911362,566.898366,3.500000,3849.000000,609.375538,619.644544,4.500000,N/E,N/E,N/E,N/E,11493.000000,575.408676,584.536681,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2484.000000,99.555826,100.160270,3.400000,1007,99.3997,99.4081,3.02,1672,98.9479,99.4387,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
97,25/05/2015,24.000000,9.980058,9.980058,2.997277,87.000000,9.926754,9.926754,3.053233,171.000000,9.852581,9.852581,3.149995,339.000000,9.685731,9.685731,3.445656,N/E,N/E,N/E,N/E,318.000000,99.878711,100.028211,2.990000,N/E,N/E,N/E,N/E,1774.000000,98.837192,98.986692,2.990000,1298.000000,111.766462,115.497018,8.500000,1661.000000,99.064320,101.258764,5.000000,N/E,N/E,N/E,N/E,3482.000000,129.449660,133.838549,10.000000,7122.000000,113.361756,116.763145,7.750000,10034.000000,113.203778,116.605167,7.750000,934.000000,558.786214,566.928099,3.500000,3846.000000,609.432205,619.900343,4.500000,N/E,N/E,N/E,N/E,11490.000000,574.609005,583.914016,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2481.000000,99.554279,100.187057,3.400000,1004,99.4025,99.4360,3.02,1669,98.9436,99.4603,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
98,26/05/2015,23.000000,9.980884,9.980884,2.997800,86.000000,9.926767,9.926767,3.088183,170.000000,9.853064,9.853064,3.157988,338.000000,9.681844,9.681844,3.499998,N/E,N/E,N/E,N/E,317.000000,99.879124,100.036930,2.990000,N/E,N/E,N/E,N/E,1773.000000,98.870961,99.028767,2.990000,1297.000000,111.821191,115.575358,8.500000,1660.000000,99.258047,101.466380,5.000000,N/E,N/E,N/E,N/E,3481.000000,129.781312,134.197979,10.000000,7121.000000,114.040525,117.463442,7.750000,10033.000000,113.845913,117.268830,7.750000,933.000000,560.451209,568.641903,3.500000,3845.000000,610.044080,620.574972,4.500000,N/E,N/E,N/E,N/E,11489.000000,579.077485,588.438278,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2480.000000,99.553765,100.195987,3.400000,1003,99.4024,99.4444,3.02,1668,98.9440,99.4693,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
99,27/05/2015,22.000000,9.981692,9.981692,3.001349,85.000000,9.927337,9.927337,3.100017,169.000000,9.853925,9.853925,3.157784,337.000000,9.682761,9.682761,3.499935,N/E,N/E,N/E,N/E,316.000000,99.879506,100.045617,2.990000,N/E,N/E,N/E,N/E,1772.000000,98.870904,99.037015,2.990000,1296.000000,111.813940,115.591718,8.500000,1659.000000,99.187973,101.410195,5.000000,N/E,N/E,N/E,N/E,3480.000000,129.539870,133.984314,10.000000,7120.000000,113.647035,117.091479,7.750000,10032.000000,113.454834,116.899278,7.750000,932.000000,560.918300,569.157770,3.500000,3844.000000,610.659338,621.252942,4.500000,N/E,N/E,N/E,N/E,11488.000000,580.628260,590.044797,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2479.000000,99.639240,100.290907,3.400000,1002,99.4029,99.4533,3.02,1667,98.9434,99.4773,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
100,28/05/2015,28.000000,9.976661,9.976661,3.007748,91.000000,9.922746,9.922746,3.079996,182.000000,9.842194,9.842194,3.171485,364.000000,9.659237,9.659237,3.489078,N/E,N/E,N/E,N/E,315.000000,99.879064,100.053481,2.990000,N/E,N/E,N/E,N/E,1771.000000,98.873174,99.047591,2.990000,1295.000000,111.725196,115.526585,8.500000,1658.000000,99.047874,101.283985,5.000000,N/E,N/E,N/E,N/E,3479.000000,129.167377,133.639599,10.000000,7119.000000,113.309904,116.775876,7.750000,10031.000000,112.941935,116.407907,7.750000,931.000000,562.502776,570.790988,3.500000,3843.000000,613.146293,623.802565,4.500000,N/E,N/E,N/E,N/E,11487.000000,583.898499,593.370741,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2478.000000,99.638802,100.299913,3.400000,1001,99.4099,99.4686,3.02,1666,98.9430,99.4855,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
101,29/05/2015,27.000000,9.977585,9.977585,2.995381,90.000000,9.923748,9.923748,3.073516,181.000000,9.842976,9.842976,3.172952,363.000000,9.659905,9.659905,3.491590,N/E,N/E,N/E,N/E,314.000000,99.881560,100.064282,2.990000,N/E,N/E,N/E,N/E,1770.000000,98.876072,99.058794,2.990000,1294.000000,111.623236,115.448236,8.500000,1657.000000,98.909955,101.159955,5.000000,N/E,N/E,N/E,N/E,3478.000000,129.170365,133.670365,10.000000,7118.000000,113.067147,116.554647,7.750000,10030.000000,113.027522,116.515022,7.750000,930.000000,561.567630,569.904551,3.500000,3842.000000,611.441092,622.159990,4.500000,N/E,N/E,N/E,N/E,11486.000000,582.402405,591.930314,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2477.000000,99.644179,100.314735,3.400000,1000,99.4096,99.4767,3.02,1665,98.9462,99.4973,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
102,01/06/2015,24.000000,9.979974,9.979974,3.009928,87.000000,9.926322,9.926322,3.071374,178.000000,9.845660,9.845660,3.170415,360.000000,9.662616,9.662616,3.491642,N/E,N/E,N/E,N/E,311.000000,99.882706,100.091039,3.000000,N/E,N/E,N/E,N/E,1767.000000,98.879408,99.087741,3.000000,1291.000000,111.424740,115.320573,8.500000,1654.000000,98.708945,101.000612,5.000000,N/E,N/E,N/E,N/E,3475.000000,128.555828,133.139161,10.000000,7115.000000,112.331618,115.883701,7.750000,10027.000000,112.118838,115.670921,7.750000,927.000000,559.590947,568.073795,3.500000,3839.000000,606.799769,617.706288,4.500000,N/E,N/E,N/E,N/E,11483.000000,574.857070,584.551753,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2474.000000,99.642707,100.341596,3.400000,997,99.4086,99.5008,3.02,1662,98.9634,99.5403,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
103,02/06/2015,23.000000,9.981033,9.981033,2.974389,86.000000,9.926952,9.926952,3.080324,177.000000,9.845104,9.845104,3.199994,359.000000,9.661317,9.661317,3.515322,N/E,N/E,N/E,N/E,310.000000,99.883055,100.099722,3.000000,N/E,N/E,N/E,N/E,1766.000000,98.878692,99.095359,3.000000,1290.000000,111.312919,115.232363,8.500000,1653.000000,98.589735,100.895291,5.000000,N/E,N/E,N/E,N/E,3474.000000,128.292330,132.903441,10.000000,7114.000000,111.757645,115.331256,7.750000,10026.000000,111.524880,115.098491,7.750000,926.000000,559.604108,568.135531,3.500000,3838.000000,604.658334,615.627307,4.500000,N/E,N/E,N/E,N/E,11482.000000,570.633523,580.383721,4.000000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,2473.000000,99.642218,100.350551,3.400000,996,99.4181,99.5187,3.02,1661,98.9715,99.5570,3.10,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
